Nom de l'artiste,Date d'anniversaire,Titre Album,Genre,Date de sortie,Groupe
Al Jarreau,1940-03-12,Heart's Horizon,Jazz,1988-01-01,No
Al Jarreau,1940-03-12,Heaven And Earth,Jazz,1992-05-16,No
Al Jarreau,1940-03-12,Tenderness,Jazz,1994-01-01,No
Al Jarreau,1940-03-12,Best Of Al Jarreau,Jazz,1996-01-01,No
Al Jarreau,1940-03-12,Tomorrow Today,Jazz,2000-03-07,No
Al Jarreau,1940-03-12,All I Got,Jazz,2002-01-01,No
Al Jarreau,1940-03-12,Accentuate The Positive,Jazz,2004-08-03,No
Al Jarreau,1940-03-12,Love Songs,Jazz,2008-01-28,No
Al Stewart,1945-09-05,Bedsitter Images,Folk,1967-12-01,No
Al Stewart,1945-09-05,Love Chronicles,Folk,1969-09-01,No
Al Stewart,1945-09-05,Zero She Flies,Folk,1970-01-01,No
Al Stewart,1945-09-05,Orange,Progressive Rock,1972-01-01,No
Al Stewart,1945-09-05,"Past, Present & Future",Rock,1973-10-01,No
Al Stewart,1945-09-05,Modern Times,Rock,1975-03-01,No
Al Stewart,1945-09-05,Year Of The Cat,Rock,1976-07-01,No
Al Stewart,1945-09-05,Time Passages,Rock,1978-01-01,No
Al Stewart,1945-09-05,24 Carrots,Rock,1980-01-01,No
Al Stewart,1945-09-05,Indian Summer,Rock,2007-08-28,No
Al Stewart,1945-09-05,Russians & Americans,Rock,1984-01-01,No
Al Stewart,1945-09-05,Last Days Of The Century,Rock,1988-01-01,No
Al Stewart,1945-09-05,Famous Last Words,Folk Rock,1993-09-21,No
Al Stewart,1945-09-05,To Whom It May Concern: 1966-70,Folk,1993-10-25,No
Al Stewart,1945-09-05,Between The Wars,Folk,1995-06-08,No
Al Stewart,1945-09-05,Seemed Like A Good Idea At The Time...,Rock,1996-01-01,No
Al Stewart,1945-09-05,Down In The Cellar,Rock,2007-08-28,No
Al Stewart,1945-09-05,A Beach Full Of Shells,Folk,2005-06-20,No
Al Stewart,1945-09-05,Sparks Of Ancient Light,Folk,2008-09-12,No
Al Wilson,1939-06-19,Show And Tell,Soul,1973-01-01,No
Alain Bashung,1947-12-01,Roman-Photos,French Pop,1977-01-01,No
Alain Bashung,1947-12-01,Roulette Russe,French Pop,1979-01-01,No
Alain Bashung,1947-12-01,Pizza,French Pop,1981-01-01,No
Alain Bashung,1947-12-01,Play Blessures,French Pop,1982-01-01,No
Alain Bashung,1947-12-01,Figure Imposée,French Pop,1983-01-01,No
Alain Bashung,1947-12-01,Passé Le Rio Grande...,French Pop,1986-01-01,No
Alain Bashung,1947-12-01,Novice,French Pop,1989-01-01,No
Alain Bashung,1947-12-01,Osez Joséphine,Pop,1991-01-01,No
Alain Bashung,1947-12-01,Réservé Aux Indiens,French Pop,1992-11-01,No
Alain Bashung,1947-12-01,Chatterton,French Pop,1994-01-01,No
Alain Bashung,1947-12-01,Fantaisie Militaire,French Pop,1998-01-01,No
Alain Bashung,1947-12-01,L'Imprudence,French Pop,2002-01-01,No
Alain Bashung,1947-12-01,Duos / Reprises / Raretés,French Pop,2002-12-17,No
Alain Bashung,1947-12-01,Bleu Pétrole,French Pop,2008-03-24,No
Alain Bashung,1947-12-01,L'Homme À Tête De Chou,French Pop,2011-11-07,No
Alain Souchon,1944-05-27,Jamais Content,Chanson,1977-01-01,No
Alain Souchon,1944-05-27,La Vie Théodore,Pop,2005-09-05,No
Alain Souchon,1944-05-27,Écoutez D'Où Ma Peine Vient,Chanson,2008-12-01,No
Alain Souchon,1944-05-27,À Cause D'Elles,Pop,2011-11-21,No
Alan Doyle,1969-05-17,Boy On Bridge,Folk Rock,2012-05-15,No
Alan Dawa Dolma,1987-07-25,心的东方,C-Pop,2008-11-12,No
Alan Jackson,1958-10-17,New Traditional,Country,1987-01-01,No
Alan Jackson,1958-10-17,Here In The Real World,Country,1990-02-27,No
Alan Jackson,1958-10-17,Don't Rock The Jukebox,Country,1991-05-14,No
Alan Jackson,1958-10-17,A Lot About Livin' (And A Little 'Bout Love),Country,1992-10-09,No
Alan Jackson,1958-10-17,Honky Tonk Christmas,Christmas,1993-11-01,No
Alan Jackson,1958-10-17,Who I Am,Country,1994-06-28,No
Alan Jackson,1958-10-17,The Greatest Hits Collection,Country,1995-02-13,No
Alan Jackson,1958-10-17,Everything I Love,Country,1996-10-29,No
Alan Jackson,1958-10-17,High Mileage,Country,1998-01-01,No
Alan Jackson,1958-10-17,Super Hits,Country,1999-03-23,No
Alan Jackson,1958-10-17,Under The Influence,Country,1999-01-01,No
Alan Jackson,1958-10-17,When Somebody Loves You,Country,2000-11-07,No
Alan Jackson,1958-10-17,Drive,Country,2002-02-15,No
Alan Jackson,1958-10-17,Let It Be Christmas,Christmas,2002-10-22,No
Alan Jackson,1958-10-17,Greatest Hits Volume II,Country,2003-08-12,No
Alan Jackson,1958-10-17,What I Do,Country,2004-09-07,No
Alan Jackson,1958-10-17,Precious Memories,Country,2006-02-28,No
Alan Jackson,1958-10-17,Like Red On A Rose,Country,2006-09-26,No
Alan Jackson,1958-10-17,Good Time,Country,2008-03-04,No
Alan Jackson,1958-10-17,Freight Train,Country,2010-03-29,No
Alan Jackson,1958-10-17,34 Number Ones,Country,2010-11-23,No
Alan Jackson,1958-10-17,Thirty Miles West,Country,2012-06-05,No
Alan Jackson,1958-10-17,Angels And Alcohol,Country,2015-07-17,No
Alan Parsons,1948-12-20,Try Anything Once,Progressive Rock,1993-10-26,No
Alan Parsons,1948-12-20,Live,Progressive Rock,1995-06-27,No
Alan Parsons,1948-12-20,On Air,Progressive Rock,1996-01-01,No
Alan Parsons,1948-12-20,The Time Machine,Progressive Rock,1999-09-28,No
Alan Parsons,1948-12-20,A Valid Path,Progressive Rock,2004-08-24,No
Alan Parsons,1948-12-20,All Our Yesterdays,Progressive Rock,2010-06-15,No
Alana Dante,1969-12-01,Breaking Out,Eurodance,1997-01-01,No
Alana Dante,1969-12-01,Disco-Suppa-Girl,Pop,1998-01-01,No
Alanis Morissette,1974-06-01,Alanis,Disco,1991-01-01,No
Alanis Morissette,1974-06-01,Now Is The Time,Disco,1992-01-01,No
Alanis Morissette,1974-06-01,Jagged Little Pill,Alternative Rock,1995-06-09,No
Alanis Morissette,1974-06-01,Supposed Former Infatuation Junkie,Alternative Rock,1998-11-02,No
Alanis Morissette,1974-06-01,MTV Unplugged,Alternative Rock,1999-11-22,No
Alanis Morissette,1974-06-01,Under Rug Swept,Alternative Rock,2002-02-26,No
Alanis Morissette,1974-06-01,Feast On Scraps,Alternative Rock,2002-01-01,No
Alanis Morissette,1974-06-01,So-Called Chaos,Alternative Rock,2004-05-18,No
Alanis Morissette,1974-06-01,The Collection,Alternative Rock,2005-11-11,No
Alanis Morissette,1974-06-01,Flavors Of Entanglement,Alternative Rock,2008-05-30,No
Alanis Morissette,1974-06-01,Havoc And Bright Lights,Alternative Rock,2012-08-12,No
Alana Grace,1987-12-20,Break The Silence,Alternative Rock,2009-04-27,No
Alana Grace,1987-12-20,With One Word,Alternative Rock,2009-04-10,No
Alannah Myles,1958-12-25,Alannah Myles,Rock,1989-01-01,No
Alannah Myles,1958-12-25,Rockinghorse,Rock,1992-01-01,No
Alannah Myles,1958-12-25,Arival,Pop Rock,1997-01-01,No
Alannah Myles,1958-12-25,The Very Best Of,Pop Rock,1998-11-12,No
Albert Collins,1932-10-01,Love Can Be Found Anywhere (Even In A Guitar),Blues,1991-08-13,No
Albert Collins,1932-10-01,Ice Pickin',Blues,1978-01-01,No
Albert Collins,1932-10-01,Frostbite,Blues,1980-01-01,No
Albert Collins,1932-10-01,Don't Lose Your Cool,Blues,1983-01-01,No
Albert Collins,1932-10-01,Live In Japan,Blues,1984-01-01,No
Albert Collins,1932-10-01,Cold Snap,Blues,1986-01-01,No
Albert Collins,1932-10-01,Iceman,Blues,1991-01-01,No
Albert Collins,1932-10-01,Truckin' With Albert Collins,Blues,1991-11-19,No
Albert Collins,1932-10-01,The Complete Imperial Recordings,Blues,1991-08-13,No
Albert Collins,1932-10-01,Collins Mix: The Best Of,Blues,1993-10-05,No
Albert Collins,1932-10-01,Deluxe Edition,Blues,1997-10-28,No
Albert Collins,1932-10-01,Live At Montreux 1992,Blues,2008-01-01,No
Albert Hammond,1944-05-18,It Never Rains In Southern California,Pop,1972-01-01,No
Albert Hammond,1944-05-18,The Free Electric Band,Classic Rock,1973-01-01,No
Albert Hammond,1944-05-18,Albert Hammond,Pop,1974-01-01,No
Albert Hammond,1944-05-18,99 Miles From L.A.,Pop,1975-01-01,No
Albert Hammond,1944-05-18,When I Need You,Pop,1976-01-01,No
Albert Hammond,1944-05-18,The Very Best Of,Pop,1989-02-06,No
Albert Hammond,1944-05-18,Golden Classics,Pop,1996-01-01,No
Albert Lee,1943-12-21,Hiding,Country,1990-01-01,No
Albert Lee,1943-12-21,Albert Lee,Country,1982-01-01,No
Albert Lee,1943-12-21,Black Claw & Country Fever,Country,1991-01-01,No
Albert Lee,1943-12-21,Heartbreak Hill,Country,2003-10-14,No
Albert Lee,1943-12-21,Road Runner,Country,2006-01-01,No
"Albert Hammond, Jr.",1980-04-09,Yours To Keep,Indie Rock,2006-10-09,No
"Albert Hammond, Jr.",1980-04-09,¿Cómo Te Llama?,Indie Rock,2008-06-17,No
Albert King,1923-04-25,The Big Blues,Blues,1962-01-01,No
Albert King,1923-04-25,Born Under A Bad Sign,Blues,1967-08-01,No
Albert King,1923-04-25,Live Wire/Blues Power,Blues,2001-07-02,No
Albert King,1923-04-25,Years Gone By,Blues,1969-01-01,No
Albert King,1923-04-25,Blues For Elvis: King Does The King's Things,Blues,1991-01-01,No
Albert King,1923-04-25,Lovejoy,Blues,1971-01-01,No
Albert King,1923-04-25,I'll Play The Blues For You,Blues,1972-01-01,No
Albert King,1923-04-25,Blues At Sunset,Blues,1993-08-31,No
Albert King,1923-04-25,I Wanna Get Funky,Blues,1973-01-01,No
Albert King,1923-04-25,King Albert,Blues,1989-01-01,No
Albert King,1923-04-25,New Orleans Heat,Blues,1978-01-01,No
Albert King,1923-04-25,The Lost Session,Blues,1986-01-01,No
Albert King,1923-04-25,Blues At Sunrise,Blues,1990-01-01,No
Albert King,1923-04-25,Hard Bargain,Blues,1995-12-15,No
Albert West,1949-09-02,Golden Best Of Albert West,Pop,1973-01-01,No
Albert West,1949-09-02,Greatest Hits,Pop,1978-01-01,No
Alberto Camerini,1951-05-16,Gelato Metropolitano,Rock,1977-01-01,No
Alberto Camerini,1951-05-16,Comici Cosmetici,Rock,1978-01-01,No
Alberto Camerini,1951-05-16,Alberto Camerini,Rock,1997-01-01,No
Alberto Camerini,1951-05-16,Rockmantico,Rock,1982-01-01,No
Alberto Camerini,1951-05-16,Angeli In Blue Jeans,Rock,1986-01-01,No
Alberto Camerini,1951-05-16,Dove L'Arcobaleno Arriva,Rock,1995-01-01,No
Alberto Camerini,1951-05-16,Cyberclown,Pop Punk,2001-01-01,No
Alberto Cortez,1940-03-11,Como El Ave Solitaria,Latin,1974-01-01,No
Alberto Cortez,1940-03-11,Pensares Y Sentires,Latin,1977-01-01,No
Alberto Cortez,1940-03-11,A Partir De Mañana,Latin,1979-01-01,No
Alberto Cortez,1940-03-11,Como El Primer Día,Latin,1983-01-01,No
Alberto Cortez,1940-03-11,Entre Líneas,Latin,1985-01-01,No
Alberto Cortez,1940-03-11,Coincidencias,Latin,1989-01-01,No
Alberto Cortez,1940-03-11,Identidad,Latin,2001-01-01,No
Alberto Fortis,1955-06-03,Alberto Fortis,Pop,1979-01-01,No
Alberto Fortis,1955-06-03,Tra Demonio E Santità,Pop,1980-01-01,No
Alberto Fortis,1955-06-03,La Grande Grotta,Pop,1981-01-01,No
Alberto Fortis,1955-06-03,Fragole Infinite,Pop,1982-01-01,No
Alberto Fortis,1955-06-03,El Niño,Pop,1984-01-01,No
Alberto Fortis,1955-06-03,Assolutamente Tuo,Pop,1987-01-01,No
Alberto Fortis,1955-06-03,Carta Del Cielo,Pop,1990-01-01,No
Alberto Fortis,1955-06-03,Dentro Il Giardino,Pop,1994-01-01,No
Alberto Plaza,1962-02-12,Blanco Y Negro,Latin,1989-01-01,No
Alberto Plaza,1962-02-12,Mùsica Y Versos De Amor,Latin,1994-01-01,No
Alberto Plaza,1962-02-12,Bandido,Latin,1996-01-01,No
Alberto Plaza,1962-02-12,Alberto Plaza,Latin,2002-06-30,No
Alceu Valença,1946-07-01,Molhado De Suor,MPB,1974-01-01,No
Alceu Valença,1946-07-01,Espelho Cristalino,MPB,1977-01-01,No
Alceu Valença,1946-07-01,Coração Bobo,MPB,1980-01-01,No
Alceu Valença,1946-07-01,Cinco Sentidos,MPB,1981-01-01,No
Alceu Valença,1946-07-01,Cavalo De Pau,MPB,1982-01-01,No
Alceu Valença,1946-07-01,Anjo Avesso,MPB,1983-01-01,No
Alceu Valença,1946-07-01,Mágico,MPB,1984-01-01,No
Alceu Valença,1946-07-01,Estação Da Luz,MPB,1985-01-01,No
Alceu Valença,1946-07-01,Rubi,MPB,1986-01-01,No
Alceu Valença,1946-07-01,Leque Moleque,MPB,1998-01-01,No
Alceu Valença,1946-07-01,"Andar, Andar",MPB,1990-01-01,No
Alceu Valença,1946-07-01,7 Desejos,MPB,1992-01-01,No
Alceu Valença,1946-07-01,"Maracatus, Batuques E Ladeiras",MPB,1994-01-01,No
Alceu Valença,1946-07-01,Sol E Chuva,MPB,1997-01-01,No
Alceu Valença,1946-07-01,Forró De Todos Os Tempos,MPB,1998-07-15,No
Alceu Valença,1946-07-01,Forró Lunar,MPB,2001-01-01,No
Alceu Valença,1946-07-01,De Janeiro A Janeiro,MPB,2002-01-01,No
Alceu Valença,1946-07-01,Na Embolada Do Tempo,MPB,2005-01-01,No
Alceu Valença,1946-07-01,Ciranda Mourisca,MPB,2009-01-01,No
Alcione,1947-11-21,A Voz Do Samba,MPB,1975-01-01,No
Alcione,1947-11-21,Da Cor Do Brasil,MPB,1985-01-01,No
Alcione,1947-11-21,Pulsa Coração,MPB,1992-01-01,No
Alcione,1947-11-21,Tempo De Guarnicê,MPB,1999-01-01,No
Alcione,1947-11-21,Valeu,MPB,1996-01-01,No
Alcione,1947-11-21,Claridade,MPB,2007-01-01,No
Alcione,1947-11-21,A Paixão Tem Memória,MPB,2001-01-01,No
Alcione,1947-11-21,Uma Nova Paixão,MPB,2005-01-01,No
Alcione,1947-11-21,Alcione Novelas,MPB,2006-01-01,No
Alcione,1947-11-21,De Tudo Que Eu Gosto,MPB,2007-01-01,No
Alcione,1947-11-21,Raridades,MPB,2008-01-01,No
Aldebert,1973-07-07,Les Paradis Disponibles,Chanson,2006-10-16,No
Aldina Duarte,1967-07-22,Contos De Fados,Fado,2011-05-01,No
Aldo Nova,1956-11-13,Aldo Nova,Rock,1982-01-01,No
Aldo Nova,1956-11-13,Subject,Rock,1983-01-01,No
Aldo Nova,1956-11-13,Twitch,Hard Rock,1985-01-01,No
Aldo Nova,1956-11-13,Blood On The Bricks,Hard Rock,1991-01-01,No
Aleandro Baldi,1959-04-11,Il Sole,Pop,1994-01-01,No
Aleandro Baldi,1959-04-11,Ti Chiedo Onestà,Pop,1994-01-01,No
Alejandro Escovedo,1951-01-10,Gravity,Alternative Country,1992-09-10,No
Alejandro Escovedo,1951-01-10,With These Hands,Alternative Country,1996-03-19,No
Alejandro Escovedo,1951-01-10,Bourbonitis Blues,Americana,1999-05-04,No
Alejandro Escovedo,1951-01-10,A Man Under The Influence,Alternative Country,2001-04-24,No
Alejandro Escovedo,1951-01-10,The Boxing Mirror,Alternative Country,2006-05-02,No
Alejandro Escovedo,1951-01-10,Real Animal,Alternative Country,2008-06-24,No
Alejandro Escovedo,1951-01-10,Street Songs Of Love,Alternative Country,2010-01-01,No
Alejandra Guzmán,1968-02-09,Bye Mamá,Latin,1988-01-01,No
Alejandra Guzmán,1968-02-09,Dame Tu Amor,Latin,1989-01-01,No
Alejandra Guzmán,1968-02-09,Eternamente Bella,Latin,1990-01-01,No
Alejandra Guzmán,1968-02-09,Flor De Papel,Latin,1991-12-05,No
Alejandra Guzmán,1968-02-09,Libre,Latin,1993-01-01,No
Alejandra Guzmán,1968-02-09,Enorme,Latin,1990-01-01,No
Alejandra Guzmán,1968-02-09,Cambio De Piel,Latin,1996-01-01,No
Alejandra Guzmán,1968-02-09,Algo Natural,Latin,1999-09-14,No
Alejandra Guzmán,1968-02-09,Soy,Latin,2001-10-23,No
Alejandra Guzmán,1968-02-09,Indeleble,Latin,2006-04-06,No
Alejandra Guzmán,1968-02-09,Fuerza,Latin,2007-11-27,No
Alejandra Guzmán,1968-02-09,Único,Latin,2009-01-01,No
Alejandro Fernández,1971-04-24,Piel De Nina,Ranchera,1993-05-25,No
Alejandro Fernández,1971-04-24,Grandes Éxitos A La Manera De Alejandro Fernández,Ranchera,1994-05-31,No
Alejandro Fernández,1971-04-24,Que Seas Muy Feliz,Ranchera,1995-05-02,No
Alejandro Fernández,1971-04-24,Muy Dentro De Mi Corazón,Ranchera,1996-12-10,No
Alejandro Fernández,1971-04-24,Me Estoy Enamorando,Latin Pop,1997-09-23,No
Alejandro Fernández,1971-04-24,Mi Verdad,Latin Pop,1999-05-11,No
Alejandro Fernández,1971-04-24,Entre Tus Brazos,Latin Pop,2000-04-25,No
Alejandro Fernández,1971-04-24,Orígenes,Latin Pop,2001-09-25,No
Alejandro Fernández,1971-04-24,Un Canto De México,Ranchera,2002-11-19,No
Alejandro Fernández,1971-04-24,Niña Amada Mía,Ranchera,2003-03-11,No
Alejandro Fernández,1971-04-24,A Corazón Abierto,Latin Pop,2004-09-07,No
Alejandro Fernández,1971-04-24,México - Madrid: En Directo Y Sin Escalas,Latin Pop,2005-10-25,No
Alejandro Fernández,1971-04-24,Viento A Favor,Latin Pop,2007-06-26,No
Alejandro Sanz,1968-12-18,Viviendo Deprisa,Latin Pop,1991-08-20,No
Alejandro Sanz,1968-12-18,Si Tú Me Miras,Latin Pop,1993-01-01,No
Alejandro Sanz,1968-12-18,Básico,Latin Pop,1993-01-01,No
Alejandro Sanz,1968-12-18,El Alma Al Aire,Latin Pop,2000-09-26,No
Alejandro Sanz,1968-12-18,No Es Lo Mismo,Latin Pop,2003-01-01,No
Alejandro Sanz,1968-12-18,El Tren De Los Momentos,Latin Pop,2006-11-07,No
Alejandro Sanz,1968-12-18,Paraíso Express,Latin Pop,2009-11-10,No
Alejandro Sanz,1968-12-18,La Música No Se Toca,Latin Pop,2012-09-25,No
Aleks Syntek,1969-09-29,¡Hey Tú!,Pop,1990-01-01,No
Aleks Syntek,1969-09-29,Más Fuerte De Lo Que Pensaba,Pop,1993-01-01,No
Aleks Syntek,1969-09-29,Bienvenido A La Vida,Pop,1995-10-24,No
Aleks Syntek,1969-09-29,Lugar Secreto,Pop,1997-05-06,No
Aleks Syntek,1969-09-29,89-99,Pop,2000-10-24,No
Aleks Syntek,1969-09-29,De Noche En La Ciudad,Pop,2001-11-06,No
Aleks Syntek,1969-09-29,Múltiple,Pop,2003-07-08,No
Aleks Syntek,1969-09-29,Mundo Lite,Pop,2004-02-10,No
Aleks Syntek,1969-09-29,Mundo Live,Pop,2005-11-30,No
Aleks Syntek,1969-09-29,Lección De Vuelo,Pop,2007-06-19,No
Aleks Syntek,1969-09-29,Métodos De Placer Instantáneo,Pop,2009-01-01,No
Aleks Syntek,1969-09-29,20: 1989-2009,Pop,2008-01-01,No
Aleks Syntek,1969-09-29,Syntek + Syntek,Pop,2012-01-01,No
Alela Diane,1983-04-20,Forest Parade,Indie Folk,2003-01-01,No
Alela Diane,1983-04-20,The Pirate's Gospel,Indie Folk,2006-10-24,No
Alela Diane,1983-04-20,Songs Whistled Through White Teeth,Indie Folk,2006-12-01,No
Alela Diane,1983-04-20,To Be Still,Folk,2009-02-17,No
Alela Diane,1983-04-20,Alela And Alina,Indie Folk,2009-10-19,No
Alela Diane,1983-04-20,Alela Diane & Wild Divine,Indie Folk,2011-04-04,No
Alela Diane,1983-04-20,About Farewell,Indie Folk,2013-06-25,No
Alesha Dixon,1978-10-07,Fired Up,Pop,2008-02-20,No
Alesha Dixon,1978-10-07,The Alesha Show,Pop,2008-11-24,No
Alesha Dixon,1978-10-07,The Alesha Show - Encore,Pop,2009-11-23,No
Alesha Dixon,1978-10-07,The Entertainer,R&amp;B,2010-11-26,No
Alessandro Mannarino,1979-08-23,Bar Della Rabbia,Folk Rock,2009-01-01,No
Alessandro Mannarino,1979-08-23,Supersantos,Folk Rock,2011-03-15,No
Alessandro Safina,1963-10-14,Insieme A Te,Classical,1999-01-01,No
Alessandro Safina,1963-10-14,Musica Di Te,Classical,2003-01-01,No
Alex Anwandter,1983-03-24,Rebeldes,Rock,2011-10-26,No
Alex Band,1981-06-08,We've All Been There,Alternative Rock,2010-06-09,No
Alex Baroni,1966-12-22,Alex Baroni,Soul,1997-01-01,No
Alex Baroni,1966-12-22,Quello Che Voglio,Soul,1998-03-01,No
Alex Baroni,1966-12-22,Ultimamente,Soul,1999-01-01,No
Alex Baroni,1966-12-22,C'è Di Più,Soul,2004-10-01,No
Alex Chilton,1950-12-28,1970,Rock,1996-01-01,No
Alex Clare,1986,The Lateness Of The Hour,Soul,2011-07-08,No
Alex Day,1989-04-08,Epigrams And Interludes,Indie Pop,2013-03-17,No
Alex Harvey,1935-02-05,The Mafia Stole My Guitar,Rock,1979-01-01,No
Alex Lifeson,1953-08-27,Victor,Rock,1996-01-01,No
Alex Turner,1986-01-06,Submarine,Soundtrack,2011-03-14,No
Alexander,1983-09-03,Take Your Chance,Pop,2003-04-28,No
Alexander,1983-09-03,Here I Am,Pop,2004-07-12,No
Alexandra,1942-05-19,Stimme Der Sehnsucht,Schlager,1992-01-01,No
Alexandra Burke,1988-08-25,Overcome,Pop,2009-10-19,No
Alexandra Burke,1988-08-25,Heartbreak On Hold,Pop,2012-06-01,No
Alexandra Stan,1989-06-10,Saxobeats,Dance,2011-08-26,No
Alexi Murdoch,1973-12-27,Four Songs,Folk,2002-11-06,No
Alexi Murdoch,1973-12-27,Time Without Consequence,Folk,2006-06-06,No
Alexi Murdoch,1973-12-27,Towards The Sun,Folk,2009-01-01,No
Alexia,1967-05-19,Fan Club,Eurodance,1997-10-17,No
Alexia,1967-05-19,The Party,Eurodance,1998-07-01,No
Alexia,1967-05-19,Happy,Eurodance,1999-01-01,No
Alexia,1967-05-19,Mad For Music,Europop,2001-07-01,No
Alexia,1967-05-19,Alexia,Europop,2002-05-01,No
Alexia,1967-05-19,Il Cuore A Modo Mio,Europop,2003-03-01,No
Alexia,1967-05-19,Gli Occhi Grandi Della Luna,Europop,2004-06-01,No
Alexia,1967-05-19,Da Grande,Europop,2005-03-01,No
Alexia,1967-05-19,iCanzonissime,Pop,2013-06-21,No
Alexis Jordan,1992-04-07,Alexis Jordan,R&amp;B,2011-02-28,No
Alexis Strum,1981-07-05,Cocoon,Pop,2006-05-01,No
Alexz Johnson,1986-11-04,Songs From Instant Star,Pop Rock,2005-10-11,No
Alexz Johnson,1986-11-04,Songs From Instant Star Two,Pop Rock,2006-04-04,No
Alexz Johnson,1986-11-04,Voodoo,Pop Rock,2010-03-30,No
Alice,1954-09-26,La Mia Poca Grande Età,Pop,1975-01-01,No
Alice,1954-09-26,Cosa Resta... Un Fiore,Pop,1978-01-23,No
Alice,1954-09-26,Capo Nord,Pop,1980-01-01,No
Alice,1954-09-26,Alice,Pop,1986-01-01,No
Alice,1954-09-26,Azimut,Pop,1981-01-01,No
Alice,1954-09-26,Gioielli Rubati,Pop,1985-01-01,No
Alice,1954-09-26,Park Hotel,Pop,1986-01-01,No
Alice,1954-09-26,Elisir,Pop,1987-01-01,No
Alice,1954-09-26,Mélodie Passagère,Classical,1988-01-01,No
Alice,1954-09-26,Il Sole Nella Pioggia,Pop,1989-01-01,No
Alice,1954-09-26,Mezzogiorno Sulle Alpi,Rock,1992-01-01,No
Alice,1954-09-26,Charade,Vocal,1995-01-01,No
Alice,1954-09-26,Exit,Rock,1998-01-01,No
Alice,1954-09-26,God Is My DJ,Vocal,1999-01-01,No
Alice,1954-09-26,Personal Juke Box,Pop,2000-01-01,No
Alice,1954-09-26,Viaggio In Italia,Pop,2003-01-01,No
Alice Peacock,1971-11-19,Alice Peacock,Folk,2002-09-03,No
Alice Russell,1975-03-01,Under The Munka Moon,Soul,2004-07-12,No
Alice Russell,1975-03-01,My Favourite Letters,Soul,2005-09-26,No
Alice Russell,1975-03-01,Under The Munka Moon II,Soul,2006-07-31,No
Alice Russell,1975-03-01,Pot Of Gold,Soul,2008-11-17,No
Alice Russell,1975-03-01,To Dust,Soul,2013-02-25,No
Alicia Bridges,1948-07-15,Alicia Bridges,Pop,1978-01-01,No
Alicia Keys,1981-01-25,Songs In A Minor,R&amp;B,2001-06-05,No
Alicia Keys,1981-01-25,As I Am,R&amp;B,2007-11-13,No
Alicia Keys,1981-01-25,Girl On Fire,R&amp;B,2012-11-23,No
Alina Devecerski,1983-03-27,Maraton,Electronic,2012-11-19,No
Alina Orlova,1988-06-28,Laukinis Šuo Dingo,Folk,2008-01-22,No
Alina Simone,1974-10-13,Prettier In The Dark,Folk Rock,2005-04-19,No
Alina Simone,1974-10-13,Placelessness,Folk Rock,2007-09-18,No
Aline Barros,1976-10-07,Voz Do Coração,Gospel,1998-01-01,No
Aline Barros,1976-10-07,O Poder Do Teu Amor,Gospel,2000-01-01,No
Aline Barros,1976-10-07,Fruto De Amor,Gospel,2003-01-01,No
Aline Barros,1976-10-07,Som De Adoradores,Gospel,2004-01-01,No
Aline Barros,1976-10-07,Caminho De Milagres,Gospel,2007-04-27,No
Aline Barros,1976-10-07,Extraordinário Amor De Deus,Gospel,2011-01-01,No
Aline Barros,1976-10-07,Graça,Gospel,2013-11-19,No
Alisha,1968-04-16,Alisha,Rock,1985-01-01,No
Alisha,1968-04-16,Nightwalkin',Rock,1987-01-01,No
Alisha,1968-04-16,Bounce Back,Rock,1990-01-01,No
Alison Brown,1962-08-07,Look Left,Bluegrass,1994-01-01,No
Alison Krauss,1971-07-23,Too Late To Cry,Bluegrass,1992-02-14,No
Alison Krauss,1971-07-23,I've Got That Old Feeling,Bluegrass,1990-07-01,No
Alison Krauss,1971-07-23,I Know Who Holds Tomorrow,Bluegrass,1994-02-04,No
Alison Krauss,1971-07-23,Now That I've Found You-A Collection,Bluegrass,1995-02-07,No
Alison Krauss,1971-07-23,Forget About It,Bluegrass,1999-08-03,No
Alison Krauss,1971-07-23,A Hundred Miles Or More - A Collection,Country,2007-04-03,No
Alison Moyet,1961-06-18,Alf,Rock,1984-01-01,No
Alison Moyet,1961-06-18,Raindancing,Rock,1987-01-01,No
Alison Moyet,1961-06-18,Hoodoo,Pop,1991-04-22,No
Alison Moyet,1961-06-18,Essex,Pop,1994-03-21,No
Alison Moyet,1961-06-18,Singles,Rock,1995-06-27,No
Alison Moyet,1961-06-18,Solid Wood,Pop,1995-08-14,No
Alison Moyet,1961-06-18,Hometime,Rock,2002-09-24,No
Alison Moyet,1961-06-18,Voice,Pop,2004-09-06,No
Alison Moyet,1961-06-18,The Turn,Pop,2007-10-15,No
Alison Moyet,1961-06-18,The Minutes,Synthpop,2013-05-06,No
Alister,1975-09-29,Double Détente,Pop Rock,2011-03-07,No
Alizée,1984-08-21,Gourmandises,French Pop,2001-11-19,No
Alizée,1984-08-21,Mes Courants Electriques,French Pop,2003-03-18,No
Alizée,1984-08-21,Psychédélices,French Pop,2007-11-26,No
Alizée,1984-08-21,Une Enfant Du Siècle,French Pop,2010-03-29,No
